user_id,timestamp,group,experiment_day,revenue,pre_exp_revenue,purchased,hour_of_day,day_of_week,week_of_exp
106354,2024-01-10 18:28:08,control,10,392.85,50.67,1,18,2,2
106355,2024-01-10 16:21:33,control,10,360.88,26.99,1,16,2,2
106356,2024-01-01 12:29:34,control,1,844.89,80.96,1,12,0,1
106357,2024-01-08 02:25:50,control,8,1457.5,153.52,1,2,0,2
106358,2024-01-09 17:59:16,control,9,0.0,0.0,0,17,1,2
106359,2024-01-09 12:14:54,control,9,312.88,78.08,1,12,1,2
106360,2024-01-11 15:14:43,control,11,347.0,23.02,1,15,3,2
106361,2024-01-04 14:27:47,control,4,797.67,69.07,1,14,3,1
106362,2024-01-12 09:53:08,control,12,439.15,77.4,1,9,4,2
106363,2024-01-08 13:24:00,control,8,812.32,35.58,1,13,0,2
106364,2024-01-12 13:32:46,control,12,835.15,56.16,1,13,4,2
106365,2024-01-03 10:23:20,control,3,0.0,0.0,0,10,2,1
106366,2024-01-01 08:48:43,control,1,1779.72,135.1,1,8,0,1
106367,2024-01-01 19:23:05,control,1,1004.24,102.2,1,19,0,1
106368,2024-01-14 20:56:13,control,14,1342.51,117.75,1,20,6,2
106369,2024-01-01 18:21:17,control,1,1171.78,90.87,1,18,0,1
106370,2024-01-12 19:48:15,control,12,0.0,0.0,0,19,4,2
106371,2024-01-11 04:16:32,control,11,0.0,0.0,0,4,3,2
106372,2024-01-06 16:27:15,control,6,663.09,41.57,1,16,5,1
106373,2024-01-02 20:39:07,control,2,0.0,0.0,0,20,1,1
106374,2024-01-09 18:34:00,control,9,0.0,0.0,0,18,1,2
106375,2024-01-14 18:31:45,control,14,1706.63,109.51,1,18,6,2
106376,2024-01-10 20:54:21,control,10,537.75,124.38,1,20,2,2
106377,2024-01-04 11:53:19,control,4,842.4,63.04,1,11,3,1
106378,2024-01-05 01:43:00,control,5,0.0,0.0,0,1,4,1
106379,2024-01-03 17:31:47,control,3,617.27,67.56,1,17,2,1
106380,2024-01-09 12:10:49,control,9,2103.47,80.9,1,12,1,2
106381,2024-01-01 09:01:24,control,1,0.0,0.0,0,9,0,1
106382,2024-01-04 10:20:41,control,4,0.0,0.0,0,10,3,1
106383,2024-01-08 17:57:10,control,8,0.0,0.0,0,17,0,2
106384,2024-01-07 19:28:44,control,7,0.0,0.0,0,19,6,1
106385,2024-01-10 19:10:25,control,10,726.81,115.3,1,19,2,2
106386,2024-01-12 13:19:19,control,12,0.0,0.0,0,13,4,2
106387,2024-01-12 15:22:16,control,12,624.94,68.12,1,15,4,2
106388,2024-01-11 15:20:26,control,11,1013.3,55.94,1,15,3,2
106389,2024-01-06 10:23:09,control,6,0.0,0.0,0,10,5,1
106390,2024-01-04 14:17:17,control,4,770.64,136.63,1,14,3,1
106391,2024-01-08 18:29:00,control,8,783.35,68.98,1,18,0,2
106392,2024-01-05 17:11:00,control,5,643.73,92.15,1,17,4,1
106393,2024-01-02 07:37:02,control,2,602.55,45.14,1,7,1,1
106394,2024-01-08 21:52:40,control,8,495.82,68.89,1,21,0,2
106395,2024-01-08 20:54:18,control,8,368.13,32.47,1,20,0,2
106396,2024-01-08 23:07:31,control,8,0.0,0.0,0,23,0,2
106397,2024-01-12 11:59:24,control,12,0.0,0.0,0,11,4,2
106398,2024-01-08 12:27:22,control,8,624.93,45.15,1,12,0,2
106399,2024-01-11 15:51:59,control,11,648.25,62.45,1,15,3,2
106400,2024-01-05 08:03:38,control,5,0.0,0.0,0,8,4,1
106401,2024-01-03 13:17:37,control,3,1363.45,76.86,1,13,2,1
106402,2024-01-12 09:05:12,control,12,493.78,74.92,1,9,4,2
106403,2024-01-13 20:00:16,control,13,867.4,55.38,1,20,5,2
106404,2024-01-11 09:10:35,control,11,738.05,69.28,1,9,3,2
106405,2024-01-05 13:58:54,control,5,786.63,74.71,1,13,4,1
106406,2024-01-08 08:24:02,control,8,0.0,0.0,0,8,0,2
106407,2024-01-07 17:42:16,control,7,0.0,0.0,0,17,6,1
106408,2024-01-12 20:59:33,control,12,1103.96,142.46,1,20,4,2
106409,2024-01-06 20:00:45,control,6,751.7,205.2,1,20,5,1
106410,2024-01-01 20:31:00,control,1,1722.13,182.51,1,20,0,1
106411,2024-01-01 01:12:54,control,1,778.06,116.03,1,1,0,1
106412,2024-01-03 20:23:08,control,3,0.0,0.0,0,20,2,1
106413,2024-01-09 18:28:35,control,9,1026.95,64.86,1,18,1,2
106414,2024-01-03 23:03:52,control,3,0.0,0.0,0,23,2,1
106415,2024-01-02 12:47:15,control,2,773.73,123.88,1,12,1,1
106416,2024-01-14 17:38:00,control,14,674.98,72.33,1,17,6,2
106417,2024-01-02 08:02:19,control,2,283.63,36.03,1,8,1,1
106418,2024-01-09 18:38:07,control,9,306.76,43.12,1,18,1,2
106419,2024-01-04 18:43:55,control,4,0.0,0.0,0,18,3,1
106420,2024-01-03 10:32:11,control,3,0.0,0.0,0,10,2,1
106421,2024-01-10 19:37:37,control,10,1196.71,167.24,1,19,2,2
106422,2024-01-14 14:06:23,control,14,360.24,56.11,1,14,6,2
106423,2024-01-04 15:09:19,control,4,0.0,0.0,0,15,3,1
106424,2024-01-14 15:40:49,control,14,0.0,0.0,0,15,6,2
106425,2024-01-09 06:18:41,control,9,726.4,67.26,1,6,1,2
106426,2024-01-10 10:19:15,control,10,979.76,92.29,1,10,2,2
106427,2024-01-05 17:05:18,control,5,757.21,55.04,1,17,4,1
106428,2024-01-12 22:24:42,control,12,691.56,57.03,1,22,4,2
106429,2024-01-11 11:17:41,control,11,554.55,35.78,1,11,3,2
106430,2024-01-04 13:21:07,control,4,436.13,47.57,1,13,3,1
106431,2024-01-05 23:12:48,control,5,1467.95,127.06,1,23,4,1
106432,2024-01-09 13:15:32,control,9,1585.34,112.64,1,13,1,2
106433,2024-01-02 12:42:33,control,2,468.97,73.66,1,12,1,1
106434,2024-01-12 10:49:07,control,12,0.0,0.0,0,10,4,2
106435,2024-01-04 22:16:39,control,4,647.72,36.31,1,22,3,1
106436,2024-01-09 16:04:01,control,9,893.48,88.2,1,16,1,2
106437,2024-01-05 15:04:54,control,5,699.96,49.1,1,15,4,1
106438,2024-01-12 16:49:05,control,12,962.45,123.57,1,16,4,2
106439,2024-01-04 20:08:47,control,4,0.0,0.0,0,20,3,1
106440,2024-01-08 13:10:05,control,8,722.29,70.32,1,13,0,2
106441,2024-01-12 08:47:18,control,12,2353.97,76.87,1,8,4,2
106442,2024-01-01 11:19:36,control,1,0.0,0.0,0,11,0,1
106443,2024-01-11 15:20:06,control,11,0.0,0.0,0,15,3,2
106444,2024-01-04 13:55:35,control,4,0.0,0.0,0,13,3,1
106445,2024-01-10 17:42:19,control,10,964.51,87.66,1,17,2,2
106446,2024-01-03 15:11:56,control,3,309.75,42.17,1,15,2,1
106447,2024-01-02 22:42:20,control,2,0.0,0.0,0,22,1,1
106448,2024-01-10 20:17:17,control,10,599.11,43.76,1,20,2,2
106449,2024-01-12 07:25:55,control,12,0.0,0.0,0,7,4,2
106450,2024-01-14 17:43:31,control,14,0.0,0.0,0,17,6,2
106451,2024-01-10 11:31:52,control,10,1085.15,116.84,1,11,2,2
106452,2024-01-07 12:32:07,control,7,1207.59,69.51,1,12,6,1
106453,2024-01-03 17:27:55,control,3,1316.68,70.69,1,17,2,1
106454,2024-01-12 14:40:30,control,12,637.39,46.09,1,14,4,2
106455,2024-01-07 14:56:50,control,7,0.0,0.0,0,14,6,1
106456,2024-01-05 20:17:26,control,5,0.0,0.0,0,20,4,1
106457,2024-01-07 18:27:35,control,7,1731.57,65.63,1,18,6,1
106458,2024-01-03 08:28:10,control,3,0.0,0.0,0,8,2,1
106459,2024-01-13 15:01:40,control,13,941.44,106.81,1,15,5,2
106460,2024-01-04 07:57:31,control,4,0.0,0.0,0,7,3,1
106461,2024-01-02 13:40:24,control,2,602.26,66.71,1,13,1,1
106462,2024-01-02 20:20:04,control,2,0.0,0.0,0,20,1,1
106463,2024-01-03 20:00:45,control,3,0.0,0.0,0,20,2,1
106464,2024-01-14 20:19:30,control,14,920.22,153.36,1,20,6,2
106465,2024-01-02 09:34:37,control,2,966.05,88.08,1,9,1,1
106466,2024-01-08 04:48:15,control,8,0.0,0.0,0,4,0,2
106467,2024-01-05 15:18:37,control,5,989.05,91.56,1,15,4,1
106468,2024-01-05 20:57:25,control,5,0.0,0.0,0,20,4,1
106469,2024-01-02 20:32:08,control,2,0.0,0.0,0,20,1,1
106470,2024-01-14 18:33:55,control,14,0.0,0.0,0,18,6,2
106471,2024-01-14 08:34:49,control,14,755.47,93.73,1,8,6,2
106472,2024-01-07 19:27:52,control,7,596.98,31.95,1,19,6,1
106473,2024-01-04 23:42:52,control,4,0.0,0.0,0,23,3,1
106474,2024-01-04 09:31:55,control,4,1165.03,99.19,1,9,3,1
106475,2024-01-11 20:09:25,control,11,1327.49,78.1,1,20,3,2
106476,2024-01-12 14:19:30,control,12,1474.52,92.23,1,14,4,2
106477,2024-01-05 12:13:08,control,5,0.0,0.0,0,12,4,1
106478,2024-01-07 16:30:23,control,7,442.5,36.52,1,16,6,1
106479,2024-01-13 13:48:43,control,13,665.56,50.49,1,13,5,2
106480,2024-01-05 13:51:02,control,5,791.19,62.28,1,13,4,1
106481,2024-01-08 21:09:23,control,8,0.0,0.0,0,21,0,2
106482,2024-01-10 23:38:54,control,10,588.58,46.99,1,23,2,2
106483,2024-01-13 20:50:15,control,13,0.0,0.0,0,20,5,2
106484,2024-01-07 14:05:55,control,7,0.0,0.0,0,14,6,1
106485,2024-01-06 15:38:35,control,6,0.0,0.0,0,15,5,1
106486,2024-01-02 20:21:41,control,2,0.0,0.0,0,20,1,1
106487,2024-01-02 14:35:04,control,2,769.56,68.1,1,14,1,1
106488,2024-01-13 08:22:10,control,13,0.0,0.0,0,8,5,2
106489,2024-01-08 18:53:21,control,8,581.1,24.83,1,18,0,2
106490,2024-01-06 11:30:35,control,6,0.0,0.0,0,11,5,1
106491,2024-01-05 20:06:01,control,5,798.54,63.44,1,20,4,1
106492,2024-01-04 13:09:05,control,4,0.0,0.0,0,13,3,1
106493,2024-01-12 05:26:26,control,12,0.0,0.0,0,5,4,2
106494,2024-01-09 13:46:09,control,9,1573.72,189.68,1,13,1,2
106495,2024-01-13 07:29:10,control,13,0.0,0.0,0,7,5,2
106496,2024-01-05 05:23:44,control,5,1187.66,93.41,1,5,4,1
106497,2024-01-07 14:47:04,control,7,805.53,88.69,1,14,6,1
106498,2024-01-02 16:54:10,control,2,473.45,37.95,1,16,1,1
106499,2024-01-14 14:22:35,control,14,1897.68,64.57,1,14,6,2
106500,2024-01-08 03:59:10,control,8,1808.18,187.38,1,3,0,2
106501,2024-01-08 17:48:44,control,8,0.0,0.0,0,17,0,2
106502,2024-01-06 18:59:31,control,6,827.69,38.21,1,18,5,1
106503,2024-01-04 19:01:45,control,4,1059.79,94.89,1,19,3,1
106504,2024-01-13 19:05:33,control,13,0.0,0.0,0,19,5,2
106505,2024-01-07 20:17:44,control,7,0.0,0.0,0,20,6,1
106506,2024-01-10 10:43:23,control,10,1404.15,109.62,1,10,2,2
106507,2024-01-01 12:32:10,control,1,0.0,0.0,0,12,0,1
106508,2024-01-04 20:42:45,control,4,2209.03,175.88,1,20,3,1
106509,2024-01-09 12:39:28,control,9,1180.72,82.49,1,12,1,2
106510,2024-01-12 17:13:12,control,12,646.62,36.74,1,17,4,2
106511,2024-01-02 10:04:55,control,2,0.0,0.0,0,10,1,1
106512,2024-01-10 18:39:22,control,10,1362.58,135.32,1,18,2,2
106513,2024-01-05 07:44:22,control,5,526.05,105.35,1,7,4,1
106514,2024-01-04 20:01:23,control,4,0.0,0.0,0,20,3,1
106515,2024-01-05 13:37:49,control,5,681.32,56.01,1,13,4,1
106516,2024-01-03 17:29:37,control,3,899.86,88.75,1,17,2,1
106517,2024-01-01 14:26:22,control,1,0.0,0.0,0,14,0,1
106518,2024-01-05 15:34:59,control,5,0.0,0.0,0,15,4,1
106519,2024-01-14 19:46:26,control,14,1311.8,219.44,1,19,6,2
106520,2024-01-01 19:21:17,control,1,630.81,51.57,1,19,0,1
106521,2024-01-10 17:53:42,control,10,0.0,0.0,0,17,2,2
106522,2024-01-05 20:12:10,control,5,878.39,106.9,1,20,4,1
106523,2024-01-11 17:17:00,control,11,1377.87,71.3,1,17,3,2
106524,2024-01-01 04:50:47,control,1,1023.38,74.8,1,4,0,1
106525,2024-01-07 16:17:59,control,7,1409.03,66.48,1,16,6,1
106526,2024-01-12 18:16:58,control,12,0.0,0.0,0,18,4,2
106527,2024-01-05 17:48:06,control,5,850.59,118.48,1,17,4,1
106528,2024-01-08 19:52:17,control,8,1270.26,78.94,1,19,0,2
106529,2024-01-04 04:38:04,control,4,2435.56,207.39,1,4,3,1
106530,2024-01-07 23:47:14,control,7,671.76,58.2,1,23,6,1
106531,2024-01-03 15:25:46,control,3,1104.95,141.37,1,15,2,1
106532,2024-01-14 16:46:07,control,14,0.0,0.0,0,16,6,2
106533,2024-01-11 16:30:22,control,11,0.0,0.0,0,16,3,2
106534,2024-01-05 19:46:42,control,5,777.21,89.14,1,19,4,1
106535,2024-01-14 07:43:05,control,14,277.97,31.43,1,7,6,2
106536,2024-01-05 13:12:25,control,5,693.98,53.3,1,13,4,1
106537,2024-01-09 14:59:04,control,9,1215.84,55.38,1,14,1,2
106538,2024-01-01 17:00:54,control,1,532.91,43.74,1,17,0,1
106539,2024-01-14 10:27:10,control,14,1171.98,92.03,1,10,6,2
106540,2024-01-05 09:03:09,control,5,0.0,0.0,0,9,4,1
106541,2024-01-04 17:40:20,control,4,0.0,0.0,0,17,3,1
106542,2024-01-03 10:13:34,control,3,1163.72,100.75,1,10,2,1
106543,2024-01-09 20:45:56,control,9,0.0,0.0,0,20,1,2
106544,2024-01-10 15:52:47,control,10,927.57,36.55,1,15,2,2
106545,2024-01-10 22:32:06,control,10,1225.17,126.81,1,22,2,2
106546,2024-01-08 23:05:42,control,8,0.0,0.0,0,23,0,2
106547,2024-01-10 20:35:02,control,10,353.3,56.97,1,20,2,2
106548,2024-01-08 18:29:47,control,8,638.6,62.57,1,18,0,2
106549,2024-01-12 11:27:23,control,12,0.0,0.0,0,11,4,2
106550,2024-01-03 12:20:28,control,3,1036.14,83.41,1,12,2,1
106551,2024-01-07 18:26:43,control,7,0.0,0.0,0,18,6,1
106552,2024-01-06 19:54:31,control,6,1183.41,62.85,1,19,5,1
106553,2024-01-08 11:12:30,control,8,0.0,0.0,0,11,0,2
106554,2024-01-02 23:44:23,control,2,1198.0,102.48,1,23,1,1
106555,2024-01-05 12:48:21,control,5,364.72,53.59,1,12,4,1
106556,2024-01-05 14:40:56,control,5,724.68,90.49,1,14,4,1
106557,2024-01-02 11:21:59,control,2,0.0,0.0,0,11,1,1
106558,2024-01-07 19:44:53,control,7,644.53,36.63,1,19,6,1
106559,2024-01-10 07:19:08,control,10,0.0,0.0,0,7,2,2
106560,2024-01-07 15:26:14,control,7,1270.26,96.93,1,15,6,1
106561,2024-01-01 11:17:34,control,1,1038.52,94.42,1,11,0,1
106562,2024-01-01 11:32:37,control,1,700.03,66.99,1,11,0,1
106563,2024-01-04 20:36:48,control,4,478.96,33.65,1,20,3,1
106564,2024-01-02 10:26:40,control,2,0.0,0.0,0,10,1,1
106565,2024-01-02 07:39:40,control,2,1280.66,88.89,1,7,1,1
106566,2024-01-14 16:05:35,control,14,0.0,0.0,0,16,6,2
106567,2024-01-03 16:05:03,control,3,363.17,33.61,1,16,2,1
106568,2024-01-12 17:43:40,control,12,800.23,63.5,1,17,4,2
106569,2024-01-09 12:02:33,control,9,311.61,63.42,1,12,1,2
106570,2024-01-01 10:13:03,control,1,0.0,0.0,0,10,0,1
106571,2024-01-09 19:10:05,control,9,0.0,0.0,0,19,1,2
106572,2024-01-09 17:33:19,control,9,430.24,31.9,1,17,1,2
106573,2024-01-03 20:48:39,control,3,1116.89,80.59,1,20,2,1
106574,2024-01-01 12:46:59,control,1,989.75,92.6,1,12,0,1
106575,2024-01-09 15:32:02,control,9,849.49,46.68,1,15,1,2
106576,2024-01-02 20:33:07,control,2,2122.59,261.32,1,20,1,1
106577,2024-01-14 16:29:17,control,14,1025.36,82.17,1,16,6,2
106578,2024-01-07 11:35:42,control,7,0.0,0.0,0,11,6,1
106579,2024-01-05 22:31:20,control,5,0.0,0.0,0,22,4,1
106580,2024-01-09 16:22:36,control,9,0.0,0.0,0,16,1,2
106581,2024-01-09 20:16:22,control,9,0.0,0.0,0,20,1,2
106582,2024-01-11 20:12:01,control,11,868.99,120.33,1,20,3,2
106583,2024-01-14 15:00:03,control,14,0.0,0.0,0,15,6,2
106584,2024-01-08 15:18:24,control,8,388.33,57.27,1,15,0,2
106585,2024-01-13 18:36:12,control,13,784.22,74.95,1,18,5,2
106586,2024-01-04 07:56:45,control,4,742.27,72.34,1,7,3,1
106587,2024-01-07 19:37:33,control,7,472.15,82.32,1,19,6,1
106588,2024-01-01 03:23:34,control,1,0.0,0.0,0,3,0,1
106589,2024-01-14 12:40:32,control,14,0.0,0.0,0,12,6,2
106590,2024-01-05 17:18:35,control,5,760.5,97.73,1,17,4,1
106591,2024-01-11 14:06:53,control,11,393.86,15.44,1,14,3,2
106592,2024-01-14 09:27:09,control,14,0.0,0.0,0,9,6,2
106593,2024-01-05 17:28:32,control,5,612.32,92.18,1,17,4,1
106594,2024-01-04 18:12:18,control,4,0.0,0.0,0,18,3,1
106595,2024-01-07 17:01:07,control,7,0.0,0.0,0,17,6,1
106596,2024-01-02 20:26:56,control,2,628.68,70.52,1,20,1,1
106597,2024-01-01 08:53:49,control,1,617.31,114.42,1,8,0,1
106598,2024-01-02 21:34:08,control,2,786.37,136.98,1,21,1,1
106599,2024-01-11 14:16:00,control,11,1195.23,61.05,1,14,3,2
106600,2024-01-07 15:38:11,control,7,868.04,126.19,1,15,6,1
106601,2024-01-05 11:14:32,control,5,1481.99,79.1,1,11,4,1
106602,2024-01-06 14:02:53,control,6,1294.21,86.49,1,14,5,1
106603,2024-01-04 13:59:43,control,4,1533.86,155.01,1,13,3,1
106604,2024-01-12 11:16:13,control,12,1444.75,64.7,1,11,4,2
106605,2024-01-14 23:48:05,control,14,0.0,0.0,0,23,6,2
106606,2024-01-02 04:31:54,control,2,444.54,58.68,1,4,1,1
106607,2024-01-11 01:28:47,control,11,0.0,0.0,0,1,3,2
106608,2024-01-05 16:45:41,control,5,1346.74,176.31,1,16,4,1
106609,2024-01-01 15:54:51,control,1,1465.43,86.19,1,15,0,1
106610,2024-01-13 21:51:45,control,13,531.54,85.88,1,21,5,2
106611,2024-01-01 20:47:36,control,1,0.0,0.0,0,20,0,1
106612,2024-01-12 19:33:48,control,12,789.31,69.79,1,19,4,2
106613,2024-01-01 08:34:06,control,1,1806.79,231.47,1,8,0,1
106614,2024-01-07 14:21:04,control,7,398.46,83.9,1,14,6,1
106615,2024-01-09 09:28:19,control,9,0.0,0.0,0,9,1,2
106616,2024-01-05 11:44:46,control,5,326.93,39.78,1,11,4,1
106617,2024-01-10 13:46:02,control,10,815.34,62.73,1,13,2,2
106618,2024-01-02 15:01:41,control,2,0.0,0.0,0,15,1,1
106619,2024-01-02 17:44:33,control,2,746.42,105.23,1,17,1,1
106620,2024-01-10 17:51:29,control,10,798.9,71.1,1,17,2,2
106621,2024-01-03 18:02:06,control,3,0.0,0.0,0,18,2,1
106622,2024-01-08 10:21:00,control,8,721.73,87.25,1,10,0,2
106623,2024-01-08 15:28:26,control,8,904.23,81.1,1,15,0,2
106624,2024-01-08 19:37:52,control,8,915.37,82.39,1,19,0,2
106625,2024-01-09 15:11:26,control,9,513.27,73.37,1,15,1,2
106626,2024-01-04 19:40:43,control,4,0.0,0.0,0,19,3,1
106627,2024-01-01 11:01:24,control,1,1077.91,86.86,1,11,0,1
106628,2024-01-07 19:07:49,control,7,1176.17,118.5,1,19,6,1
106629,2024-01-09 19:24:03,control,9,1398.17,80.22,1,19,1,2
106630,2024-01-03 16:39:45,control,3,0.0,0.0,0,16,2,1
106631,2024-01-11 07:47:12,control,11,0.0,0.0,0,7,3,2
106632,2024-01-07 13:04:47,control,7,1082.08,105.26,1,13,6,1
106633,2024-01-02 10:12:00,control,2,0.0,0.0,0,10,1,1
106634,2024-01-09 17:27:14,control,9,566.15,110.85,1,17,1,2
106635,2024-01-02 04:44:50,control,2,0.0,0.0,0,4,1,1
106636,2024-01-12 01:58:12,control,12,419.93,30.94,1,1,4,2
106637,2024-01-05 08:34:15,control,5,921.67,69.06,1,8,4,1
106638,2024-01-05 13:47:34,control,5,0.0,0.0,0,13,4,1
106639,2024-01-07 17:43:50,control,7,0.0,0.0,0,17,6,1
106640,2024-01-14 14:47:36,control,14,933.92,73.58,1,14,6,2
106641,2024-01-06 11:32:12,control,6,567.91,38.35,1,11,5,1
106642,2024-01-01 13:50:10,control,1,0.0,0.0,0,13,0,1
106643,2024-01-10 21:46:50,control,10,1991.73,118.63,1,21,2,2
106644,2024-01-02 23:38:11,control,2,477.03,113.2,1,23,1,1
106645,2024-01-04 20:06:05,control,4,419.08,43.12,1,20,3,1
106646,2024-01-08 16:54:07,control,8,842.49,114.96,1,16,0,2
106647,2024-01-09 11:02:50,control,9,863.95,71.84,1,11,1,2
106648,2024-01-03 19:18:22,control,3,1040.93,56.95,1,19,2,1
106649,2024-01-12 20:32:59,control,12,0.0,0.0,0,20,4,2
106650,2024-01-14 01:02:24,control,14,529.95,85.07,1,1,6,2
106651,2024-01-06 16:35:05,control,6,0.0,0.0,0,16,5,1
106652,2024-01-02 07:04:20,control,2,0.0,0.0,0,7,1,1
106653,2024-01-12 21:11:14,control,12,0.0,0.0,0,21,4,2
106654,2024-01-13 12:25:01,control,13,1107.61,112.17,1,12,5,2
106655,2024-01-11 13:19:07,control,11,578.43,82.6,1,13,3,2
106656,2024-01-07 11:49:09,control,7,1289.8,117.32,1,11,6,1
106657,2024-01-01 12:40:03,control,1,1109.22,74.08,1,12,0,1
106658,2024-01-01 22:40:15,control,1,0.0,0.0,0,22,0,1
106659,2024-01-14 17:22:43,control,14,0.0,0.0,0,17,6,2
106660,2024-01-07 18:16:25,control,7,801.01,109.68,1,18,6,1
106661,2024-01-04 20:23:24,control,4,1646.65,78.56,1,20,3,1
106662,2024-01-10 16:55:34,control,10,0.0,0.0,0,16,2,2
106663,2024-01-01 08:48:13,control,1,524.37,54.09,1,8,0,1
106664,2024-01-11 19:24:46,control,11,0.0,0.0,0,19,3,2
106665,2024-01-04 09:32:18,control,4,628.91,68.11,1,9,3,1
106666,2024-01-07 07:25:05,control,7,0.0,0.0,0,7,6,1
106667,2024-01-01 16:56:54,control,1,0.0,0.0,0,16,0,1
106668,2024-01-03 14:56:54,control,3,945.46,85.04,1,14,2,1
106669,2024-01-03 13:50:44,control,3,784.03,66.18,1,13,2,1
106670,2024-01-05 16:11:39,control,5,0.0,0.0,0,16,4,1
106671,2024-01-08 08:17:17,control,8,1020.1,108.87,1,8,0,2
106672,2024-01-08 21:04:52,control,8,347.23,48.9,1,21,0,2
106673,2024-01-13 08:43:50,control,13,1257.47,82.37,1,8,5,2
106674,2024-01-12 07:04:39,control,12,517.88,98.76,1,7,4,2
106675,2024-01-03 19:35:10,control,3,0.0,0.0,0,19,2,1
106676,2024-01-13 15:17:46,control,13,893.48,123.37,1,15,5,2
106677,2024-01-13 14:40:24,control,13,735.66,121.87,1,14,5,2
106678,2024-01-03 15:03:34,control,3,0.0,0.0,0,15,2,1
106679,2024-01-05 18:17:12,control,5,814.28,68.03,1,18,4,1
106680,2024-01-11 09:13:55,control,11,665.66,34.06,1,9,3,2
106681,2024-01-12 12:06:56,control,12,0.0,0.0,0,12,4,2
106682,2024-01-14 14:08:54,control,14,0.0,0.0,0,14,6,2
106683,2024-01-06 16:03:18,control,6,877.62,105.07,1,16,5,1
106684,2024-01-03 16:28:26,control,3,0.0,0.0,0,16,2,1
106685,2024-01-02 10:46:46,control,2,548.04,75.17,1,10,1,1
106686,2024-01-10 18:46:33,control,10,2105.86,88.72,1,18,2,2
106687,2024-01-08 01:00:23,control,8,0.0,0.0,0,1,0,2
106688,2024-01-03 12:22:01,control,3,0.0,0.0,0,12,2,1
106689,2024-01-10 09:45:15,control,10,666.56,74.09,1,9,2,2
106690,2024-01-12 14:25:54,control,12,654.83,49.9,1,14,4,2
106691,2024-01-09 14:33:47,control,9,616.28,39.03,1,14,1,2
106692,2024-01-02 22:04:50,control,2,531.3,44.6,1,22,1,1
106693,2024-01-04 18:59:29,control,4,0.0,0.0,0,18,3,1
106694,2024-01-02 17:04:58,control,2,0.0,0.0,0,17,1,1
106695,2024-01-11 20:00:48,control,11,1206.79,95.44,1,20,3,2
106696,2024-01-05 14:40:57,control,5,1031.87,74.63,1,14,4,1
106697,2024-01-06 11:57:02,control,6,637.77,54.01,1,11,5,1
106698,2024-01-13 11:06:21,control,13,977.45,90.85,1,11,5,2
106699,2024-01-01 11:02:36,control,1,0.0,0.0,0,11,0,1
106700,2024-01-08 08:32:27,control,8,455.51,82.22,1,8,0,2
106701,2024-01-02 15:00:33,control,2,457.76,33.4,1,15,1,1
106702,2024-01-13 12:34:53,control,13,1035.21,66.88,1,12,5,2
106703,2024-01-01 13:00:38,control,1,0.0,0.0,0,13,0,1
106704,2024-01-04 20:52:54,control,4,853.31,138.7,1,20,3,1
106705,2024-01-05 14:31:30,control,5,634.61,98.36,1,14,4,1
106706,2024-01-03 19:15:20,control,3,697.15,81.21,1,19,2,1
106707,2024-01-07 22:29:06,control,7,654.48,71.38,1,22,6,1
106708,2024-01-04 18:45:25,control,4,336.8,36.28,1,18,3,1
106709,2024-01-05 23:43:21,control,5,784.18,103.59,1,23,4,1
106710,2024-01-08 21:48:49,control,8,972.82,83.95,1,21,0,2
106711,2024-01-08 20:21:41,control,8,786.51,120.38,1,20,0,2
106712,2024-01-14 02:08:12,control,14,0.0,0.0,0,2,6,2
106713,2024-01-07 17:29:04,control,7,476.51,48.89,1,17,6,1
106714,2024-01-08 21:34:54,control,8,559.48,133.26,1,21,0,2
106715,2024-01-10 11:47:19,control,10,810.93,160.17,1,11,2,2
106716,2024-01-03 10:32:31,control,3,0.0,0.0,0,10,2,1
106717,2024-01-10 08:05:57,control,10,0.0,0.0,0,8,2,2
106718,2024-01-01 14:36:14,control,1,0.0,0.0,0,14,0,1
106719,2024-01-05 10:52:10,control,5,855.83,64.69,1,10,4,1
106720,2024-01-03 11:55:20,control,3,282.99,48.45,1,11,2,1
106721,2024-01-05 20:19:41,control,5,721.59,54.46,1,20,4,1
106722,2024-01-04 20:24:47,control,4,522.23,56.43,1,20,3,1
106723,2024-01-10 18:40:01,control,10,616.54,71.46,1,18,2,2
106724,2024-01-13 02:12:54,control,13,407.72,28.87,1,2,5,2
106725,2024-01-09 08:24:04,control,9,925.68,63.0,1,8,1,2
106726,2024-01-02 18:10:18,control,2,1736.19,149.03,1,18,1,1
106727,2024-01-05 09:44:21,control,5,862.54,109.01,1,9,4,1
106728,2024-01-10 15:36:35,control,10,277.75,44.25,1,15,2,2
106729,2024-01-05 14:59:12,control,5,0.0,0.0,0,14,4,1
106730,2024-01-05 19:39:12,control,5,695.78,82.12,1,19,4,1
106731,2024-01-10 17:11:56,control,10,0.0,0.0,0,17,2,2
106732,2024-01-05 14:36:01,control,5,899.01,107.74,1,14,4,1
106733,2024-01-08 17:18:29,control,8,0.0,0.0,0,17,0,2
106734,2024-01-06 13:46:01,control,6,0.0,0.0,0,13,5,1
106735,2024-01-02 21:22:37,control,2,353.45,73.59,1,21,1,1
106736,2024-01-06 05:03:11,control,6,0.0,0.0,0,5,5,1
106737,2024-01-08 18:37:31,control,8,558.29,46.6,1,18,0,2
106738,2024-01-11 16:02:00,control,11,708.63,93.38,1,16,3,2
